Probe Set ID	Gene Symbol	Corrected p-value	Regulation ([PF] vs [SP])1	Regulation ([PF] vs [ST])1	Regulation ([SP] vs [ST])1
1557322_at	ZNF230	0.04162573	down	up	up
1564383_s_at	FLJ35934	0.04162573	up	up	up
229559_at	FLJ40125	0.04164509	up	up	down
215492_x_at	PTCRA	0.04164509	up	up	down
1565705_x_at		0.04165528	up	up	down
229354_at	AHRR	0.04166162	down	down	down
225131_at	ZRANB1	0.04166193	down	down	up
242240_at		0.04166499	up	up	down
210460_s_at	PSMD4	0.04168192	down	down	up
204481_at	BRPF1	0.04168516	up	down	down
207337_at	CTAG2	0.04168786	up	up	down
236925_at	LOC728288	0.04168842	up	up	down
1559580_at	LRRC39	0.04169004	up	up	down
215694_at	SPATA5L1	0.04169691	up	down	down
1556269_at	MYT1	0.04169691	up	up	up
224555_x_at	IL1F7	0.04171179	up	down	down
211318_s_at	RAE1	0.04171179	down	down	up
238549_at	CBFA2T2	0.04171179	up	down	down
219238_at	PIGV	0.04171179	down	up	up
227051_at		0.04171179	down	up	up
214385_s_at	MUC5AC	0.04171659	up	down	down
237542_at		0.04173979	up	up	down
204128_s_at	RFC3	0.04174116	down	down	up
239242_at		0.04174487	down	up	up
219883_at	C11orf20	0.04175074	up	down	down
202787_s_at	MAPKAPK3	0.04175213	up	down	down
214097_at	RPS21	0.04175362	up	up	up
204903_x_at	ATG4B	0.04175753	up	up	down
230381_at	C1orf186	0.04175924	down	down	up
218207_s_at	STMN3	0.04175924	up	down	down
1564053_a_at	YTHDF3	0.04175924	down	down	up
239260_at	CORIN	0.04175924	down	down	up
202729_s_at	LTBP1	0.04175924	down	down	down
210232_at	CDC42	0.04175924	down	down	down
39549_at	NPAS2	0.04175924	down	down	down
213706_at	GPD1	0.04175924	down	up	up
238999_at		0.04176416	up	up	down
1554798_at	SNED1	0.04176448	up	down	down
1558541_at	C8orf79	0.04176448	up	up	up
242827_x_at		0.041765	down	down	up
226317_at	PPP4R2	0.04177937	down	up	up
1562031_at	JAK2	0.04179339	down	down	down
1564868_a_at	FAM117B	0.04180298	up	down	down
219409_at	SNIP1	0.04180298	down	down	up
240571_at		0.04180298	up	up	down
204759_at	RCBTB2	0.04180868	down	down	up
203262_s_at	FAM50A	0.04181481	down	down	down
225367_at	PGM2	0.04181935	down	up	up
1559003_a_at	LOC126661	0.04181956	up	up	up
1558761_a_at	FAM120AOS	0.04182039	up	up	up
242454_at		0.04183208	up	up	up
204766_s_at	NUDT1	0.0418396	up	up	up
219015_s_at	ALG13	0.04184748	down	up	up
230705_at	SLC2A5	0.04186001	up	up	down
242242_at	USP6	0.04186001	up	up	down
208598_s_at	HUWE1	0.04186111	down	down	down
238529_at	LOC730631	0.04187198	down	up	up
236615_at		0.04187198	down	up	up
1559697_a_at		0.04187198	up	up	up
203902_at	HEPH	0.0418725	up	up	down
202880_s_at	CYTH1	0.0418725	down	up	up
215954_s_at	C19orf29	0.04187377	up	down	down
212326_at	VPS13D	0.04187377	up	up	down
222572_at	PPM2C	0.041887	up	down	down
1558740_s_at		0.04190154	up	up	down
211171_s_at	PDE10A	0.04190349	up	down	down
224726_at	MIB1	0.04191034	up	up	up
217286_s_at	NDRG3	0.04191686	up	down	down
225393_at	GATAD2B	0.04192647	down	down	down
1558743_at	ZNF620	0.0419337	down	down	up
1564358_at		0.0419337	down	down	down
1552701_a_at	CARD16	0.0419337	up	down	down
242004_x_at		0.0419337	up	up	down
1555626_a_at	SLAMF1	0.0419337	up	up	down
236624_at	LOC643837	0.0419337	up	up	up
201790_s_at	DHCR7	0.04195264	up	down	down
211017_s_at	NF2	0.04195286	up	up	down
223276_at	MST150	0.04196648	up	down	down
209337_at	PSIP1	0.04196648	down	up	up
217231_s_at	MAST1	0.04197855	up	down	down
204385_at	KYNU	0.04197855	up	up	down
201325_s_at	EMP1	0.04198981	down	up	up
238802_at	TYSND1	0.0419923	down	down	down
243730_at		0.04203148	up	up	up
233124_s_at	ECHDC1	0.04204733	down	down	up
231152_at	INO80D	0.04205006	down	up	up
212883_at	LOC100129500	0.04206152	up	down	down
1567255_at	OR10D1P	0.04207891	up	up	down
239589_at		0.04207891	down	up	up
222657_s_at	UBE2W	0.04208948	down	down	up
1558017_s_at		0.04208948	up	up	up
224239_at	DEFB103A /// DEFB103B	0.04209072	up	down	down
227045_at	ZNF614	0.04209072	down	down	up
1565082_x_at	SRC	0.04209072	up	up	down
243926_at		0.04209843	up	down	down
1557588_at	LOC100128946	0.04209843	up	down	down
222044_at	PCIF1	0.04209843	down	down	up
1562063_x_at	KIAA1245 /// NBPF1 /// NBPF10 /// NBPF11 /// NBPF20 /// NBPF3 /// NBPF8 /// NBPF9 /// RP11-94I2.2	0.04210004	up	up	down
1556442_x_at		0.04212533	up	down	down
205432_at	OVGP1	0.04213379	up	up	down
226508_at	PHC3	0.04214487	down	down	down
222796_at	PTCD1	0.04215275	up	down	down
231421_at	LOC254312	0.04216012	up	up	down
201634_s_at	CYB5B	0.04216907	down	down	up
1565681_s_at	DIP2C	0.04218303	down	up	up
231234_at	CTSC	0.04218512	down	down	down
201629_s_at	ACP1	0.04219196	down	down	up
232038_at	C6orf170	0.04219315	down	down	up
1570347_at	MLX	0.04219714	up	down	down
1556229_at		0.04219784	up	down	down
1553071_a_at	MYOZ3	0.04220202	up	down	down
239060_at		0.04221546	up	up	down
1560262_at		0.0422186	up	up	down
1560178_at		0.0422186	up	up	down
219385_at	SLAMF8	0.04224648	up	down	down
235810_at	ZNF182	0.04225824	down	down	up
1553066_at	TAAR9	0.04225824	up	up	down
213577_at	SQLE	0.04225824	up	up	up
1563563_at	CCDC40	0.04225824	down	up	up
233600_at	EFCAB6	0.04225824	up	up	up
232220_at	S100A7A	0.0422624	up	up	down
234373_x_at	IGHE	0.04228909	up	up	down
227599_at	C3orf59	0.04230277	up	down	down
203917_at	CXADR	0.04232257	down	up	up
201398_s_at	TRAM1	0.04232755	down	up	up
1554986_a_at	SNX19	0.04232857	down	down	up
227594_at	ZMYM6	0.04232857	down	down	up
1556395_at		0.04232857	up	up	up
59999_at	HIF1AN	0.04234041	up	down	down
205611_at	TNFSF12	0.04234041	up	down	down
1561679_at		0.04234041	up	up	down
1557363_a_at	PHIP	0.04234059	up	down	down
230899_at		0.04237296	down	down	up
229441_at	PRSS23	0.04237296	up	up	up
210225_x_at	LILRB3	0.04237796	up	down	down
220448_at	KCNK12	0.04237796	up	down	down
207483_s_at	CAND1	0.04239498	down	down	up
242327_x_at		0.04240273	up	up	down
241243_at		0.04242072	up	up	down
204350_s_at	MED7	0.04243242	down	down	up
216122_at		0.0424598	up	down	down
234637_at	KRTAP4-5	0.0424598	up	up	down
219303_at	RNF219	0.04246014	down	up	up
201913_s_at	COASY	0.04247058	up	up	up
212789_at	NCAPD3	0.04248917	down	down	down
211090_s_at	PRPF4B	0.04249323	down	down	up
207452_s_at	CNTN5	0.04250274	up	up	up
208058_s_at	MGAT3	0.04250811	up	up	down
230171_at		0.04251226	down	up	up
242394_at	CNKSR3	0.04252132	down	down	up
1557864_x_at	LOC100129266	0.04252522	up	up	down
236074_at	LOC100129673	0.04254767	up	down	down
223709_s_at	WNT10A	0.0425518	up	down	down
203871_at	SENP3	0.04256875	down	down	down
228941_at	ALG10B	0.04256875	down	down	up
229340_at	NKAPL	0.04256875	up	up	down
238546_at	SLC8A1	0.04257933	down	down	down
234993_at	ABHD13	0.04258261	down	down	up
207704_s_at	GAS7	0.04258261	down	up	up
218480_at	AGBL5	0.04259	down	down	up
228895_s_at	ASB1	0.04259	up	up	down
241541_at	MIB2	0.04259	down	up	up
240911_at	NOS1	0.04259007	down	down	up
207507_s_at	ATP5G3	0.04259007	down	down	up
217132_at		0.04259041	down	up	up
209928_s_at	MSC	0.04259236	up	down	down
201480_s_at	SUPT5H	0.042602	up	down	down
205342_s_at	SULT1C2	0.042602	down	up	up
1556266_a_at	LOC400831	0.04261307	up	up	down
217610_at		0.04263505	up	up	down
217966_s_at	FAM129A	0.04263763	up	down	down
229281_at	NPAS3	0.04264196	up	up	up
33850_at	MAP4	0.04264977	up	down	down
224286_at	C1QTNF5 /// MFRP	0.04264977	up	up	down
209959_at	NR4A3	0.04266229	down	up	up
223788_at		0.04266868	up	up	down
1559656_a_at		0.0426697	down	up	up
236359_at	SCN4B	0.04267597	down	up	up
206154_at	RLBP1	0.04268659	up	up	up
235389_at	PHF20	0.0426967	down	down	up
1556832_at		0.04269775	up	down	down
218077_s_at	ZDHHC3	0.04269775	down	up	up
231727_s_at	MIF4GD	0.04269775	down	up	up
235243_at	CLIP3	0.04270658	down	down	down
224580_at	SLC38A1	0.04271485	up	down	down
203447_at	PSMD5	0.0427204	down	down	up
1553315_at	SLFNL1	0.04276279	up	down	down
205391_x_at	ANK1	0.0427646	up	down	down
208257_x_at	PSG1	0.0427646	up	up	down
227108_at	STARD9	0.0427822	down	up	up
211204_at	ME1	0.04278252	up	down	down
227617_at	TMEM201	0.04278252	down	down	down
231730_at	SEPSECS	0.042839	down	down	up
240589_at	C21orf84	0.0428438	up	up	down
221071_at		0.0428438	up	up	down
218093_s_at	ANKRD10	0.0428438	down	up	up
220410_s_at	CAMSAP1	0.04285795	up	up	down
1560784_x_at		0.04285841	up	down	down
211915_s_at	TUBB4Q	0.04285841	up	up	down
222952_s_at	TLR7	0.0428591	up	down	down
203606_at	NDUFS6	0.0428591	down	up	up
238745_at		0.04286459	down	down	down
241150_at	SPTAN1	0.04286459	down	up	up
206230_at	LHX1	0.04288225	up	down	down
223903_at	TLR9	0.04288225	up	down	down
224756_s_at	BAT5	0.04288225	down	down	up
1562095_at		0.04288555	up	up	down
1558930_at	LOC728192	0.04289098	up	down	down
210710_at	AGGF1	0.04290773	down	down	down
1559795_at		0.04292388	up	down	down
223790_at	KATNAL1	0.04293878	down	up	up
224691_at		0.04294177	down	down	down
218232_at	C1QA	0.04294916	up	down	down
211592_s_at	CACNA1C	0.0429644	down	down	down
212027_at	RBM25	0.04297069	up	up	down
219097_x_at	C19orf42	0.04297568	down	down	down
1558941_at	ZNF704	0.04299022	down	down	down
217407_x_at	PPIL2	0.04299392	up	up	down
244335_at		0.04301091	down	up	up
239628_at		0.04301268	up	down	down
208767_s_at	LAPTM4B	0.04302461	down	up	up
235586_at		0.04302827	up	down	down
1558320_at		0.04305704	up	down	down
230429_at		0.04306184	up	up	down
235679_at		0.04306734	down	up	up
201298_s_at	MOBKL1B	0.0430823	down	down	up
213083_at	SLC35D2	0.04308425	down	up	up
1557419_a_at		0.04310558	up	up	down
207613_s_at	CAMK2A	0.04311043	up	down	down
223738_s_at	PGM2	0.04311635	down	up	up
205762_s_at	DUS4L	0.0431286	down	down	up
202306_at	POLR2G	0.04313435	down	down	up
228152_s_at	DDX60L	0.04313435	down	down	up
216976_s_at	RYK	0.04315653	down	down	up
228196_s_at		0.04315761	down	down	up
209738_x_at	PSG6	0.04315761	down	down	up
237380_at		0.04315761	up	up	down
244861_at	ZNF527	0.04316104	up	down	down
218363_at	EXD2	0.04316104	up	up	up
222708_s_at	STX17	0.04316104	down	up	up
209250_at	DEGS1	0.04317448	down	up	up
235128_at	SYNPO	0.04317988	up	down	down
213955_at	MYOZ3	0.04318009	up	down	down
239088_at		0.04318038	up	down	down
202583_s_at	RANBP9	0.04318038	down	down	up
205677_s_at	DLEU1	0.04318789	down	up	up
230324_at		0.04320188	up	down	down
225342_at	AK3L1	0.04320563	up	down	down
243855_at		0.04321009	up	down	down
216219_at	AQP6	0.04324617	up	up	down
231195_at	KLRG2	0.0432479	up	up	down
234341_x_at	LOC91548	0.04325179	down	up	up
1554909_at	CCDC36	0.04325615	up	up	down
1564066_at	TMEM151B	0.04325845	up	up	down
224878_at	UBFD1	0.04325875	down	down	down
202324_s_at	ACBD3	0.04327122	down	down	up
205816_at	ITGB8	0.04327122	up	up	up
232383_at	TFEC	0.04327583	down	down	up
244744_at	LOC100130502	0.04327583	up	down	down
234716_at	LOC100132739 /// ZIC1	0.04328129	up	up	down
240729_at	C3orf44	0.04328129	down	up	up
219584_at	PLA1A	0.04328432	down	down	down
1553009_s_at	REXO1L1	0.04329605	up	down	down
213342_at	YAP1	0.04329605	down	up	up
1556247_a_at		0.0433076	up	up	down
242194_at	CUL4A	0.04331518	up	down	down
206434_at	SPOCK3	0.04331879	up	down	down
218803_at	CHFR	0.04332158	up	down	down
202802_at	DHPS	0.04332565	up	down	down
202043_s_at	SMS	0.04332565	down	down	down
220656_at		0.04332565	down	up	up
222625_s_at	NDE1	0.04333387	down	down	up
1553565_s_at	DDAH1	0.04335329	down	up	up
217369_at	IGHG1 /// LOC100132941	0.04336925	down	down	up
230245_s_at	LOC283663	0.04337726	up	up	up
228425_at	LOC654433	0.04337726	up	up	down
204465_s_at	INA	0.04338142	down	down	down
207094_at	IL8RA	0.04338997	up	down	down
206015_s_at	FOXJ3	0.04338997	down	down	down
233638_s_at	POMGNT1	0.04338997	down	down	down
236986_at		0.04339408	up	up	down
236414_at		0.04339408	up	up	down
206474_at	PCTK2	0.04340946	down	down	up
1559696_at		0.04341297	up	up	down
238550_at	RUFY2	0.04341822	down	down	up
224776_at	AGPAT6	0.04341822	up	up	down
205679_x_at	ACAN	0.04342204	up	down	down
231376_at	UPP2	0.04342204	up	up	down
1568675_at	CHRNA10	0.04343377	up	up	down
213934_s_at	ZNF23	0.04343578	down	up	up
220843_s_at	WDSOF1	0.04344467	up	up	down
235542_at	TET3	0.04344467	down	up	up
201102_s_at	PFKL	0.04344798	up	down	down
208393_s_at	RAD50	0.04344798	down	up	up
221234_s_at	BACH2	0.0434566	down	down	up
1555871_at	LOC284900	0.04346332	up	up	down
222246_at		0.04347	up	up	down
234875_at	RPL7AP68	0.04347347	down	up	up
223413_s_at	LYAR	0.04347347	up	up	down
226821_at		0.04347423	down	down	down
215216_at	VPS16A	0.04347896	up	down	down
1559685_at		0.04348154	down	up	up
221525_at	ZMIZ2	0.0434833	up	down	down
218982_s_at	MRPS17 /// ZNF713	0.04350656	down	down	up
229815_at		0.04350891	up	up	up
1556940_at	LOC283484	0.04352438	up	down	down
223072_s_at	WBP1	0.04352438	down	up	up
205531_s_at	GLS2	0.0435405	up	down	down
208912_s_at	CNP	0.04356231	down	down	down
1557583_at		0.04356698	up	down	down
209411_s_at	GGA3	0.04356808	down	down	down
240576_at	TBC1D26 /// ZNF286A	0.04356923	up	up	down
212598_at	WDFY3	0.043577	down	up	up
202527_s_at	SMAD4	0.0435813	down	down	up
1560496_at		0.04358345	up	up	down
200018_at	RPS13	0.04358883	down	up	up
230046_at		0.04358883	up	up	down
213562_s_at	SQLE	0.04360595	down	down	up
236739_at	LOC150622	0.04360862	up	down	down
243051_at	CNIH4	0.04360864	up	down	down
224876_at	C5orf24	0.04362276	down	down	down
216161_at	SBNO1	0.04362276	down	down	down
221176_x_at	WBSCR23	0.04363389	up	up	down
208149_x_at	DDX11	0.04364375	up	down	down
226886_at	GFPT1	0.04364375	down	down	up
213731_s_at	TCF3	0.04365258	up	up	down
236900_x_at	LOC126661	0.04365535	up	up	down
218423_x_at	VPS54	0.04366035	down	down	up
238717_at		0.04366522	down	down	down
1552573_s_at	MIPOL1	0.04366552	down	up	up
242118_x_at		0.043688	down	up	up
214024_s_at	DGCR6L	0.043688	up	up	down
206092_x_at	RTEL1	0.04370083	up	down	down
227693_at	WDR20	0.04370083	up	down	down
228239_at	FAM165B	0.04372039	down	down	down
214350_at	SNTB2	0.04372775	up	down	down
237869_at	A2LD1	0.04372789	up	up	down
52159_at	HEMK1	0.04372789	down	up	up
215363_x_at	FOLH1	0.04372853	up	down	down
1554372_at		0.04373045	up	up	down
204678_s_at	KCNK1	0.04373256	down	down	up
232964_at	SPDYE1	0.04374057	down	up	up
1560342_at		0.04376058	down	down	up
1564077_at		0.04379938	up	down	down
218203_at	ALG5	0.04379938	down	up	up
207014_at	GABRA2	0.04381687	up	down	down
207072_at	IL18RAP	0.04381746	up	down	down
1569089_a_at	FLJ35390	0.04383114	down	down	down
230295_at	SOLH	0.04383114	up	up	down
201004_at	SSR4	0.04384941	up	down	down
238434_at	SMCR8	0.04387242	down	down	down
229486_s_at	TMEM132A	0.04389232	up	down	down
1568249_at	LOC388796 /// SNORA71B	0.04389232	up	down	down
233221_at	DEFB118	0.04389232	up	down	down
209157_at	DNAJA2	0.04389232	down	down	up
1560950_at	LOC100127950	0.04389916	up	up	down
238487_at	GNL1	0.04390371	down	down	down
210122_at	PRM2	0.0439193	up	down	down
1555697_at	KLK4	0.0439193	up	down	down
219578_s_at	CPEB1	0.0439193	down	down	down
1554849_at	TOR1A	0.04392438	up	up	down
219719_at	HIGD1B	0.04392975	up	down	down
1553316_at	GPR82	0.04394452	up	down	down
225610_at	UHRF2	0.04395383	down	down	up
234403_at	OR1I1	0.04395499	up	down	down
1570471_at	ARHGEF12	0.04396889	up	down	down
210263_at	KCNF1	0.04396957	up	down	down
237185_at		0.04398549	down	up	up
233301_at	OXCT2	0.0439877	up	up	down
225874_at	FAM100A	0.04401014	up	down	down
200794_x_at	DAZAP2	0.04401184	down	down	down
210614_at	TTPA	0.04401184	up	up	down
49452_at	ACACB	0.0440171	up	up	up
215311_at	NTRK3	0.0440171	up	up	down
229620_at	SEPP1	0.04401998	down	down	down
225092_at	RABEP1	0.04402104	down	down	down
226700_at	U2AF1L4	0.04403078	up	down	down
221357_at	CHRM4	0.04403078	up	up	down
236955_at		0.04403561	up	up	up
216260_at	DICER1	0.04404652	up	down	down
213983_s_at	PDS5A	0.04406074	down	down	up
227107_at		0.04406074	down	down	down
208185_x_at		0.04408764	up	up	down
232308_at	TTC21A	0.04408903	down	up	up
236211_at		0.04409558	up	down	down
207366_at	KCNS1	0.04410463	up	down	down
200050_at	ZNF146	0.0441079	down	down	down
228192_at	C6orf125	0.0441079	down	down	down
233407_at		0.0441079	up	up	down
211095_at	NF1	0.0441079	down	up	up
225654_at	NSD1	0.04411075	down	up	up
231207_at		0.04411452	up	up	down
1552793_at	C8orf31	0.04411749	down	down	down
217643_x_at		0.04412591	down	up	up
1566256_s_at		0.0441442	down	down	up
1558487_a_at	TMED4	0.0441442	down	up	up
1554533_at	C2	0.0441442	up	up	down
208458_at	SCNN1D	0.04414604	up	down	down
222396_at	HN1	0.0441558	down	down	down
200622_x_at	CALM3	0.04416185	up	down	down
208869_s_at	GABARAPL1	0.04416185	up	down	down
1566147_a_at	LOC375010	0.0441731	up	down	down
208029_s_at	LAPTM4B	0.0441731	down	up	up
1569520_at		0.04418008	down	down	down
201575_at	SNW1	0.04419759	down	up	up
212207_at	MED13L	0.04419759	up	up	up
206730_at	GRIA3	0.04419759	up	up	down
218952_at	PCSK1N	0.04419759	down	up	up
237365_at		0.04421031	up	down	down
233979_s_at	ESPN	0.04422815	up	down	down
209580_s_at	MBD4	0.04422815	down	down	up
210017_at	MALT1	0.04422815	down	down	down
201487_at	CTSC	0.04422864	up	down	down
200006_at	PARK7	0.04422864	down	up	up
244876_at		0.04422864	up	up	up
230530_at		0.04423743	up	up	down
1561140_at		0.04424376	up	down	down
220175_s_at	CBWD1 /// CBWD2 /// CBWD3 /// CBWD5 /// CBWD6 /// CBWD7	0.04426242	down	up	up
1558136_s_at	TAF11	0.0442805	down	down	up
232865_at	AFF4	0.04428106	up	down	down
231763_at	POLR3A	0.04430247	down	down	down
243766_s_at	TEAD2	0.04431101	up	up	down
238075_at	CHEK1	0.04432556	down	down	down
225051_at	EPB41	0.04433048	up	down	down
208810_at	DNAJB6 /// TMEM135	0.04433082	down	down	up
204902_s_at	ATG4B	0.0443496	up	down	down
209852_x_at	PSME3	0.04440614	down	down	up
1552964_at	C10orf93	0.0444294	down	up	up
1556787_s_at	PDE5A	0.04444048	up	down	down
205361_s_at	PFDN4	0.04445796	down	down	up
222014_x_at	MTO1	0.04445796	down	down	down
208989_s_at	KDM2A	0.04445912	down	down	down
239134_at		0.04446649	down	down	up
1559336_at		0.04447706	down	down	up
242053_at		0.04447723	down	down	up
235275_at	BMP8B	0.04448358	up	up	down
244106_at		0.04448764	up	down	down
234759_at		0.04448997	down	down	up
225042_s_at	CSRNP2	0.04448997	down	down	down
211882_x_at	FUT6	0.04448997	up	up	down
211659_at	GPR135	0.04448997	down	up	up
209531_at	GSTZ1	0.04449522	up	up	down
226358_at	APH1B	0.04449531	down	down	up
211707_s_at	IQCB1	0.04452074	down	down	up
224515_at		0.04454564	up	down	down
241313_at	DOCK4	0.04455435	down	down	up
238563_at		0.04456408	up	up	down
230615_at	DUOXA2	0.04457382	up	up	down
204808_s_at	TMEM5	0.04458972	up	up	up
204416_x_at	APOC1	0.04462523	up	down	down
201256_at	COX7A2L	0.0446293	down	down	up
233011_at	ANXA1	0.04463307	up	up	up
241797_at		0.04463359	up	up	down
218939_at	LETM1	0.04464975	up	down	down
228646_at	PPP1R1C	0.04464975	up	down	down
236029_at	FAT3	0.04464975	down	up	up
233418_at	LOC91450	0.04466424	up	up	down
240822_at	TDP1	0.04466908	up	up	down
233571_x_at	C20orf149	0.04467832	up	up	down
206741_at	C3orf32	0.04467981	down	up	up
1557515_at		0.04468171	up	down	down
215719_x_at	FAS	0.04468969	down	down	up
201899_s_at	UBE2A	0.04470742	down	up	up
239603_x_at		0.04470753	up	down	down
238118_s_at	PPOX	0.04470753	down	up	up
237292_at		0.04470753	down	up	up
1553265_at	SLC23A3	0.0447108	up	down	down
242627_at		0.04473067	down	down	up
207557_s_at	RYR2	0.04473067	up	down	down
232182_at	LOC286272	0.04473067	down	up	up
219819_s_at	MRPS28	0.04473067	down	up	up
202415_s_at	HSPBP1	0.04473067	down	up	up
242664_at		0.04473067	down	up	up
234437_at		0.04473723	down	down	up
229910_at	SHE	0.04473782	down	up	up
1560334_at	MEGF11	0.04474567	up	down	down
238866_at	C19orf68	0.04474602	up	down	down
241957_x_at	LIN7B	0.04474602	up	down	down
231610_at	TTBK2	0.04474602	down	up	up
220160_s_at	KPTN	0.04474602	up	up	down
222808_at	ALG13	0.04474602	down	up	up
238876_at		0.0447522	up	down	down
218109_s_at	MFSD1	0.04475931	down	down	down
235675_at	DHFRL1	0.04475931	down	up	up
1570143_at		0.04478225	up	down	down
234209_at		0.04478225	up	up	down
241487_at		0.04479066	up	up	up
230730_at	SGCD	0.04479284	down	up	up
1553047_at	PIP4K2B	0.04479578	up	down	down
230645_at	FRMD3	0.04479578	down	down	up
239902_at		0.04481782	up	down	down
237492_at		0.04481782	up	down	down
210950_s_at	FDFT1	0.0448186	up	down	down
220695_at		0.0448186	up	up	down
1558890_at		0.04483746	up	down	down
240574_at		0.04484204	down	up	up
1554042_s_at	C20orf141	0.04484301	up	down	down
237724_at		0.04484917	down	up	up
223087_at	ECHDC1	0.04485394	down	down	up
242485_at		0.04485997	up	up	down
1557162_at	C16orf92	0.04486586	up	up	down
1554198_at	SH3YL1	0.04486797	up	down	down
215398_at		0.04486797	down	down	up
218754_at	NOL9	0.04486797	down	down	down
205610_at	MYOM1	0.04486797	up	up	down
212423_at	ZCCHC24	0.04486797	up	up	down
230198_at	LOC100130837	0.04487895	down	up	up
1554234_at	KATNAL2	0.04487895	down	up	up
208040_s_at	MYBPC3	0.0448914	up	up	down
238637_at		0.04492379	down	down	down
1557879_at	LOC100129175	0.04493623	up	down	down
1566219_at	LOC338651	0.04493623	down	down	down
203357_s_at	CAPN7	0.04496538	down	down	up
1556578_a_at	FLJ31945	0.04499103	up	down	down
217776_at	RDH11	0.04499103	down	down	down
221017_s_at	LRRC3	0.04499103	up	up	down
205518_s_at	CMAH	0.04499302	down	down	up
221292_at	PTCH2	0.04499302	up	down	down
1558623_at	LOC729121	0.04499302	up	up	down
