Unique id	Gene symbol	GeneBank accession	P-value (BRCA1 pools vs BRCA2 vs BRCAX pools)	P-value (Treated vs non-treated BRCA1/2/X pools)	P-value (Treated vs non-treated healthy control pools)
1090452	GNG2	NM_053064.2	NS	NS	0.0102108
940711	ATRN	NM_139322.1	NS	NS	0.0102217
2650296	SYT16	NM_031914.1	NS	NS	0.0102626
2570669	KRT18	NM_199187.1	NS	NS	0.0103527
990646	POLR2L	NM_021128.3	NS	NS	0.0103559
6650309	NOX1	NM_013954.1	NS	NS	0.0103648
7160722	TDRD9	NM_153046.1	NS	NS	0.0104582
7570408	LOC442578	NM_001013739.1	NS	NS	0.0107087
1170390	STOM	NM_004099.4	NS	NS	0.0107538
1470242	WDFY1	NM_020830.3	NS	NS	0.0107584
6420653	SEMG1	NM_198139.1	NS	NS	0.0108075
4890524	C20orf172	NM_024918.2	NS	NS	0.0108611
3360554	FOXC2	NM_005251.1	NS	NS	0.0108881
4610019	ZYG11B	NM_024646.1	NS	NS	0.0109304
6660424	APEH	NM_001640.3	NS	NS	0.0109484
6580338	BTBD6	NM_033271.1	NS	NS	0.0109652
730228	KCNJ11	NM_000525.3	NS	NS	0.0110562
3310440	MED8	NM_001001653.1	NS	NS	0.0112782
1980072	TFDP2	NM_006286.1	NS	NS	0.011304
7000408	PRR3	NM_025263.1	NS	NS	0.0113299
6580215	GRAMD1A	NM_020895.2	NS	NS	0.0113837
5220753	TCTA	NM_022171.1	NS	NS	0.011427
5870356	MPDU1	NM_004870.1	NS	NS	0.0114897
1980598	FBXW2	NM_012164.2	NS	NS	0.0114969
6380301	KLHL24	NM_017644.3	NS	NS	0.0115055
7650612	MGC2408	NM_032331.2	NS	NS	0.0116184
6110538	FLJ45337	NM_207465.1	NS	NS	0.0116348
6290139	37226	NM_017418.1	NS	NS	0.0116603
6350458	AHSG	NM_001622.1	NS	NS	0.0117325
3190010	FTH1	NM_002032.2	NS	NS	0.0117519
160543	HSPBP1	NM_012267.2	NS	NS	0.0118171
6980110	PYCR1	NM_006907.2	NS	NS	0.011859
1260114	FLJ20758	NM_017952.4	NS	NS	0.0118999
1110259	ATP7A	NM_000052.2	NS	NS	0.01192
6330707	BRMS1	NM_015399.3	NS	NS	0.0120956
2140523	SMARCC1	NM_003074.2	NS	NS	0.0120992
2120743	FLJ44216	NM_198567.1	NS	NS	0.0121413
6220088	C19orf19	NM_182577.1	NS	NS	0.0121895
4610131	BGLAP	NM_199173.2	NS	NS	0.0123481
7550398	CD160	NM_007053.2	NS	NS	0.0123523
3190020	ARHGAP12	NM_018287.4	NS	NS	0.0123945
4810739	FLJ44691	NM_198506.1	NS	NS	0.0124253
4210088	C21orf58	NM_199071.2	NS	NS	0.0124652
7650564	PPP1R11	NM_021959.1	NS	NS	0.012486
6510491	THRA	NM_199334.2	NS	NS	0.0125466
2940358	BCS1L	NM_004328.3	NS	NS	0.0125493
1470121	SOCS6	NM_004232.2	NS	NS	0.0126578
2900706	C1orf111	NM_182581.1	NS	NS	0.0127979
6760612	GPHA2	NM_130769.2	NS	NS	0.012818
3190343	PFDN4	NM_002623.3	NS	NS	0.0128413
110497	PIGO	NM_032634.2	NS	NS	0.0128415
3990661	CCT3	NM_001008800.1	NS	NS	0.0128794
380132	DEFB127	NM_139074.2	NS	NS	0.0129418
4850692	IIP45	NM_001025374.1	NS	NS	0.0129928
6130647	FLJ10241	NM_018035.1	NS	NS	0.0132077
4880300	RNF128	NM_194463.1	NS	NS	0.0132322
2750243	C20orf7	NM_024120.2	NS	NS	0.0132535
4760692	ELMO1	NM_014800.8	NS	NS	0.013385
5050445	TEKT1	NM_053285.1	NS	NS	0.0135664
4780039	NCOA2	NM_006540.2	NS	NS	0.0135913
630112	C6orf27	NM_025258.1	NS	NS	0.0136759
1770196	SLC6A20	NM_020208.2	NS	NS	0.013797
6040594	KRT7	NM_005556.3	NS	NS	0.0138531
4120110	HRAS	NM_176795.2	NS	NS	0.0139181
5260168	LOC389549	NM_001024613.1	NS	NS	0.0139213
4670743	DKFZp547C195	NM_207343.1	NS	NS	0.0140084
240189	FAM58A	NM_152274.2	NS	NS	0.0140214
6510524	RFXDC2	NM_022841.2	NS	NS	0.0141122
1030687	PPP1R8	NM_002713.2	NS	NS	0.0142105
3850494	TM9SF1	NM_001014842.1	NS	NS	0.0142262
770450		NM_001010866.1	NS	NS	0.0142783
2450433	RNF44	NM_014901.4	NS	NS	0.0142874
6110240	CCDC44	NM_016360.2	NS	NS	0.0143847
4540553	DNAJC14	NM_032364.4	NS	NS	0.0144526
2320326	MYST4	NM_012330.1	NS	NS	0.014506
130338	ZDHHC16	NM_198044.1	NS	NS	0.0145191
1070437	KIAA1505	NM_020879.1	NS	NS	0.0145353
6510554	MRPL28	NM_006428.3	NS	NS	0.0147607
1990564	MAML3	NM_018717.3	NS	NS	0.0147901
430747	C11orf30	NM_020193.3	NS	NS	0.0148636
1410324	HLCS	NM_000411.4	NS	NS	0.0149044
4920255		NM_173859.1	NS	NS	0.0149176
7380056	TP53INP1	NM_033285.2	NS	NS	0.01496
1570338	DCLRE1A	NM_014881.2	NS	NS	0.0150349
3870253	C1orf33	NM_016183.2	NS	NS	0.0150758
10768	DDX27	NM_017895.6	NS	NS	0.015133
1500768	DPYSL2	NM_001386.4	NS	NS	0.0152419
5870240	NHP2L1	NM_005008.2	NS	NS	0.0152853
4810431	ALG8	NM_001007027.1	NS	NS	0.0153096
5390546	PIWIL2	NM_018068.2	NS	NS	0.0153289
6450072	FLJ46688	NM_001004330.1	NS	NS	0.0153676
770484	CDK5R1	NM_003885.2	NS	NS	0.0154169
7550349	SPAG5	NM_006461.3	NS	NS	0.0154323
7160669	APBB1IP	NM_019043.3	NS	NS	0.0154351
1260692	WWOX	NM_130792.1	NS	NS	0.0154713
5820189	AGMAT	NM_024758.3	NS	NS	0.0154861
6220500	GOSR1	NM_004871.2	NS	NS	0.0155237
3440392	FLJ20273	NM_019027.1	NS	NS	0.0156043
670064	MFSD4	NM_181644.2	NS	NS	0.0156683
4060368	UBIAD1	NM_013319.1	NS	NS	0.0156816
7320678	DLNB14	NM_198489.1	NS	NS	0.0156842
3460348	MPHOSPH9	NM_022782.2	NS	NS	0.0157205
380279	LUC7L	NM_018032.3	NS	NS	0.0158805
5890026	NIN	NM_182944.1	NS	NS	0.0158941
1780341	MUC1	NM_002456.4	NS	NS	0.0158967
630451	PREI3	NM_199482.1	NS	NS	0.0161525
3870064	NSDHL	NM_015922.1	NS	NS	0.016171
2710021	OR52B6	NM_001005162.1	NS	NS	0.0161761
7200706	BAT1	NM_004640.4	NS	NS	0.0162044
630397	NPR1	NM_000906.2	NS	NS	0.0162556
20601	FLJ12118	NM_024537.1	NS	NS	0.0162763
3840670	CGNL1	NM_032866.3	NS	NS	0.0163282
3780364	ANXA2	NM_001002857.1	NS	NS	0.01636
6770377	TSC1	NM_000368.3	NS	NS	0.0164186
1450619	NAP1L5	NM_153757.1	NS	NS	0.0164784
5090403	CTLA4	NM_005214.2	NS	NS	0.0164813
240280	TMEM41A	NM_080652.2	NS	NS	0.0164915
2690743	CEACAM19	NM_020219.2	NS	NS	0.0165964
7050673	HIC2	NM_015094.1	NS	NS	0.0166436
3310554	SLC25A14	NM_022810.1	NS	NS	0.0167438
6060022	FBXO3	NM_033406.2	NS	NS	0.0168653
2750521	NUP205	NM_015135.1	NS	NS	0.0168702
1770279	ARPC5L	NM_030978.1	NS	NS	0.0168755
1940731	MET	NM_000245.2	NS	NS	0.0168781
380273	PSMD5	NM_005047.2	NS	NS	0.0169289
5390358	TRAK1	NM_014965.2	NS	NS	0.0170756
1440397	BUB1	NM_004336.2	NS	NS	0.0171137
7330703	TARBP1	NM_005646.2	NS	NS	0.0172333
3830767	C9orf5	NM_032012.1	NS	NS	0.0172823
1710524	ELMO3	NM_024712.2	NS	NS	0.0173103
1300605	ELOVL3	NM_152310.1	NS	NS	0.0173627
4290114	NUSAP1	NM_016359.2	NS	NS	0.0173635
5310014	37316	NM_001005415.1	NS	NS	0.0173993
4290433	MRPS12	NM_021107.1	NS	NS	0.0174855
7570215	UBE2F	NM_080678.1	NS	NS	0.0175113
6860653	TBC1D2B	NM_015079.2	NS	NS	0.0175277
2710102	LRP8	NM_033300.2	NS	NS	0.01759
240451	MAPK10	NM_138980.1	NS	NS	0.0176057
6370411	C1orf31	NM_001012985.1	NS	NS	0.0176824
2350725	C9orf76	NM_024945.1	NS	NS	0.0176921
2000528	SDCBP	NM_001007069.1	NS	NS	0.0177252
10546	SP110	NM_080424.1	NS	NS	0.0177723
1690537	RPUSD2	NM_152260.1	NS	NS	0.0177814
4730044	MCPH1	NM_024596.1	NS	NS	0.0179428
1710471	SPTBN1	NM_003128.1	NS	NS	0.018022
4670184	KIAA1467	NM_020853.1	NS	NS	0.0180556
3890128	LAT	NM_001014988.1	NS	NS	0.0181408
6940632	OR6C70	NM_001005499.1	NS	NS	0.01832
3180187	BNIPL	NM_138278.1	NS	NS	0.0183846
460324	BATF	NM_006399.2	NS	NS	0.0184196
5390594	HCAP-G	NM_022346.3	NS	NS	0.0184311
2510279	KCNJ4	NM_004981.1	NS	NS	0.0184366
6560647	ELAC1	NM_018696.2	NS	NS	0.0184663
5130630	RER1	NM_007033.2	NS	NS	0.0184757
4210707	CEP68	NM_015147.1	NS	NS	0.0184967
4890672	BIRC5	NM_001012271.1	NS	NS	0.0185661
6200348	ZNHIT2	NM_014205.2	NS	NS	0.0186309
430433	C12orf4	NM_020374.2	NS	NS	0.0186901
2140414	BRI3BP	NM_080626.5	NS	NS	0.018729
4570154	NFKBIA	NM_020529.1	NS	NS	0.0187565
2470767	HPS1	NM_182639.1	NS	NS	0.0187724
3440278	ANAPC7	NM_016238.1	NS	NS	0.0189431
1190367	UACA	NM_001008224.1	NS	NS	0.0189584
7650709	ZMYM3	NM_005096.2	NS	NS	0.0189635
6560187	PX19	NM_013237.2	NS	NS	0.0190602
1240615	CR2	NM_001877.3	NS	NS	0.0191194
2120544	WDR65	NM_152498.1	NS	NS	0.0191613
4730097	EFTUD1	NM_024580.3	NS	NS	0.01917
3360411	SAMD9	NM_017654.2	NS	NS	0.019178
3190603	DMC1	NM_007068.2	NS	NS	0.0192549
7050615	LTA	NM_000595.2	NS	NS	0.0192861
4860184	MGC19604	NM_001031734.1	NS	NS	0.0192965
4260731	LPP	NM_005578.2	NS	NS	0.0194069
2340411	ETS2	NM_005239.4	NS	NS	0.0194113
1030682	ZNF37A	NM_003421.1	NS	NS	0.0194189
540725	CD40	NM_001250.3	NS	NS	0.0195735
7320039	DYM	NM_017653.2	NS	NS	0.0195944
4850367	C21orf114	NM_001012707.1	NS	NS	0.0196226
2940114	TPD52	NM_001025252.1	NS	NS	0.0196678
4540463	TERF2	NM_005652.2	NS	NS	0.0197275
6330270	RGS12	NM_198432.1	NS	NS	0.0197275
6130523	FEM1B	NM_015322.3	NS	NS	0.0197969
2120433	IHPK1	NM_153273.3	NS	NS	0.0197972
630209	PLCD1	NM_006225.1	NS	NS	0.0197976
6940544	PIAS1	NM_016166.1	NS	NS	0.0198147
520403	EPS8L1	NM_133180.1	NS	NS	0.0200068
1690543	C14orf130	NM_018108.2	NS	NS	0.0200977
6520241	MIF4GD	NM_020679.2	NS	NS	0.0201519
150372	LOC116143	NM_138458.1	NS	NS	0.0202517
4570646	DRB1	NM_152945.1	NS	NS	0.0202788
4250619	FOXP1	NM_032682.4	NS	NS	0.0203707
1300736	CENPE	NM_001813.2	NS	NS	0.0203959
7160255	STAMBPL1	NM_020799.2	NS	NS	0.0204216
7320288	MGC15875	NM_153373.1	NS	NS	0.0205659
6040670	TSTA3	NM_003313.2	NS	NS	0.0205792
3930575	PI4K2B	NM_018323.2	NS	NS	0.020613
6280133	UBAP2	NM_018449.2	NS	NS	0.0206797
2600097	ANKRD17	NM_198889.1	NS	NS	0.0206944
6290753	NFATC4	NM_004554.3	NS	NS	0.0207875
430142	SEH1L	NM_031216.3	NS	NS	0.020854
3290059	C6orf136	NM_145029.1	NS	NS	0.0208676
5910661	LTC4S	NM_000897.2	NS	NS	0.0208948
6940270	TBC1D5	NM_014744.1	NS	NS	0.0209162
6020440	LOC400506	NM_001012991.1	NS	NS	0.0209181
4890379	LOC389791	NM_001013652.1	NS	NS	0.0209296
6940543	CCL14	NM_032962.2	NS	NS	0.0210537
6380370	LGMN	NM_005606.5	NS	NS	0.0211216
2260164	APOLD1	NM_030817.1	NS	NS	0.0211328
2510079	KCTD18	NM_152387.2	NS	NS	0.0211919
4230070	BTN2A1	NM_007049.2	NS	NS	0.021234
6960754	CYB5D2	NM_144611.2	NS	NS	0.0212422
1260382	NPFF	NM_003717.1	NS	NS	0.0213156
2450730	DKFZp762E1312	NM_018410.2	NS	NS	0.0214291
5270379	PSMC5	NM_002805.4	NS	NS	0.021435
3310470	ATXN1	NM_000332.2	NS	NS	0.0214573
5720438	LOC129607	NM_207315.1	NS	NS	0.0214889
510270	LOC203413	NM_001017978.1	NS	NS	0.0215012
3800221	ARL6	NM_032146.3	NS	NS	0.0215029
1050692	KIF14	NM_014875.1	NS	NS	0.0215061
7210315	C14orf58	NM_017791.1	NS	NS	0.02158
1510672	APOM	NM_019101.2	NS	NS	0.0215891
4260451	BTBD5	NM_017658.2	NS	NS	0.0216383
6860039	AGPAT2	NM_006412.3	NS	NS	0.0216649
3120424	ZNF658B	NM_001032297.1	NS	NS	0.0216664
2630358	ALS2CR2	NM_018571.4	NS	NS	0.0216984
940687	RASSF2	NM_014737.1	NS	NS	0.0217071
5270131	MGC13170	NM_199249.1	NS	NS	0.021719
6370370	LRRC10	NM_201550.2	NS	NS	0.0217512
4040040	TLR10	NM_030956.2	NS	NS	0.021814
6620546	MSN	NM_002444.2	NS	NS	0.021838
2760603	PTPN1	NM_002827.2	NS	NS	0.0219288
3830092	HRAS	NM_176795.2	NS	NS	0.0219444
380672	DMPK	NM_004409.2	NS	NS	0.0219554
4730669	ADORA3	NM_020683.5	NS	NS	0.0219711
2450736	FAM3D	NM_138805.2	NS	NS	0.0219924
4900338	SNX10	NM_013322.2	NS	NS	0.0219999
650307	PPP2R2A	NM_002717.2	NS	NS	0.0220958
6290014	EGFR	NM_201284.1	NS	NS	0.0221036
6220022	RNF38	NM_194331.1	NS	NS	0.0221291
4250561	PURG	NM_001015508.1	NS	NS	0.0221555
1940020	OPA3	NM_001017989.1	NS	NS	0.0221946
1010343	TRIM21	NM_003141.3	NS	NS	0.0222818
6250497	ROCK1	NM_005406.1	NS	NS	0.0223129
5670707	TUBG1	NM_001070.3	NS	NS	0.0223286
1740187	UBE2D4	NM_015983.2	NS	NS	0.0223297
730128	TNFAIP1	NM_021137.3	NS	NS	0.0223546
160021	GTPBP8	NM_138485.1	NS	NS	0.0223708
2140678	KIAA0773	NM_014690.2	NS	NS	0.0223935
2000523	THUMPD2	NM_025264.2	NS	NS	0.0224009
3190039	MASTL	NM_032844.1	NS	NS	0.0224173
7560180	LOC283377	NM_207344.1	NS	NS	0.0224927
4230273	ZNF540	NM_152606.2	NS	NS	0.0225081
4670768	ARX	NM_139058.1	NS	NS	0.0225728
5390193	PRDM16	NM_022114.2	NS	NS	0.0226582
990239	C1orf159	NM_017891.2	NS	NS	0.0226862
2470592	CHKB	NM_005198.3	NS	NS	0.0227598
2190561	MGC10911	NM_032302.2	NS	NS	0.0228515
7510470	LNX1	NM_032622.1	NS	NS	0.0228544
770730	SNTG1	NM_018967.2	NS	NS	0.0228768
3310274	SLC35E2	NM_182838.1	NS	NS	0.0229064
4670021	DGKA	NM_001345.4	NS	NS	0.0229873
130050	NASP	NM_002482.2	NS	NS	0.0230086
510482	PAK7	NM_020341.2	NS	NS	0.023103
6040079	ZNF198	NM_003453.2	NS	NS	0.0231385
60364	MTG1	NM_138384.1	NS	NS	0.0232193
1260681	FLJ20035	NM_017631.3	NS	NS	0.0235937
6420386	EFNA1	NM_004428.2	NS	NS	0.0237233
5310435	MPP5	NM_022474.2	NS	NS	0.0237353
780025	SNX15	NM_013306.3	NS	NS	0.0237364
7510487	AQP11	NM_173039.1	NS	NS	0.0237655
5810541	MGC35308	NM_175922.3	NS	NS	0.0237694
6980672	DDX49	NM_019070.3	NS	NS	0.0238481
70477	EXOSC6	NM_058219.2	NS	NS	0.0239601
3290161	PPM2C	NM_018444.2	NS	NS	0.0240957
5090367	UNG	NM_080911.1	NS	NS	0.0241438
6270021	HNRPM	NM_031203.1	NS	NS	0.0241769
2470551	MGC9850	NM_152705.1	NS	NS	0.024239
60482	IFI16	NM_005531.1	NS	NS	0.0242947
5360224	CTSL	NM_001912.2	NS	NS	0.0242968
1340753	MGC50811	NM_198559.1	NS	NS	0.0244896
5910156	SULT1C2	NM_006588.2	NS	NS	0.0244987
5050553	KIR2DL2	NM_014219.1	NS	NS	0.0245575
5810121	TAF5L	NM_014409.3	NS	NS	0.0245922
5890722	AGPAT1	NM_006411.2	NS	NS	0.0246145
6350386	CCDC51	NM_024661.2	NS	NS	0.0247454
580048	MAT2B	NM_013283.3	NS	NS	0.0247711
20746	SMARCAD1	NM_020159.1	NS	NS	0.0247811
7000170	SLC44A1	NM_022109.2	NS	NS	0.0247873
1980446	ZNF439	NM_152262.1	NS	NS	0.0248094
1990500	DNCL1	NM_003746.1	NS	NS	0.0248138
5310270	NSUN5	NM_148956.1	NS	NS	0.0248655
5550300	C8ORFK32	NM_015912.2	NS	NS	0.0249678
6330669	ZCCHC6	NM_024617.2	NS	NS	0.0250536
520189	TEAD1	NM_021961.3	NS	NS	0.0251189
6370593	ADORA1	NM_000674.1	NS	NS	0.0251486
5690463	LOC348262	NM_207368.1	NS	NS	0.0251567
3830228	ARID4A	NM_002892.2	NS	NS	0.0251734
4010528	NHN1	NM_144604.2	NS	NS	0.0251855
6110554	C14orf1	NM_007176.1	NS	NS	0.0252617
4640593	FANCD2	NM_001018115.1	NS	NS	0.0252792
7210356	TSPAN14	NM_030927.1	NS	NS	0.0253103
2140156	CD46	NM_153826.2	NS	NS	0.0253172
5260278	GLCCI1	NM_138426.1	NS	NS	0.0253522
5080181	WDR20	NM_181291.1	NS	NS	0.0253836
6280725	RETNLB	NM_032579.1	NS	NS	0.0253849
6860392	ETS1	NM_005238.2	NS	NS	0.025474
1710280	GHRHR	NM_000823.2	NS	NS	0.0254865
1050360	UBE2L3	NM_003347.2	NS	NS	0.0254905
6040376	DSCR3	NM_006052.1	NS	NS	0.0255263
1450524	ACSM3	NM_202000.2	NS	NS	0.0255667
20553	LRMP	NM_006152.2	NS	NS	0.0255704
5960327	ASCC3	NM_022091.3	NS	NS	0.0255827
1850504	OR56B1	NM_001005180.1	NS	NS	0.0255892
1030524	COL17A1	NM_130778.1	NS	NS	0.0256388
7040706	OR6T1	NM_001005187.1	NS	NS	0.0257263
6450228	HK1	NM_033500.1	NS	NS	0.0258161
1030370	C1orf135	NM_024037.1	NS	NS	0.0258365
5420612	UPK3A	NM_006953.2	NS	NS	0.0259657
6940465	AGA	NM_000027.2	NS	NS	0.0260146
1010612	LAS1L	NM_031206.2	NS	NS	0.0260477
6290296	FLJ10374	NM_018074.3	NS	NS	0.0261047
3450767	TM2D2	NM_078473.2	NS	NS	0.0263394
2140433	ALKBH2	NM_001001655.1	NS	NS	0.0263421
5720176	VKORC1L1	NM_173517.3	NS	NS	0.0263621
110112	RNUT1	NM_005701.2	NS	NS	0.0264795
6400403	LOC203547	NM_001017980.1	NS	NS	0.026501
2710324	RYR1	NM_000540.1	NS	NS	0.0265375
2060382	TCF2	NM_000458.1	NS	NS	0.0265687
4490138	RAB27A	NM_004580.3	NS	NS	0.0266169
6330129	LRRC3B	NM_052953.2	NS	NS	0.0266315
4860608	RNMTL1	NM_018146.2	NS	NS	0.0266564
7510750	CCDC47	NM_020198.1	NS	NS	0.0266632
1780672	PELI1	NM_020651.2	NS	NS	0.0267125
6590075	MGC14327	NM_053045.1	NS	NS	0.0267751
3170576	G10	NM_003910.2	NS	NS	0.0267959
270593	SNFT	NM_018664.1	NS	NS	0.026839
3850561	PDF	NM_022341.1	NS	NS	0.0268419
7330541	ARPC4	NM_001024959.1	NS	NS	0.0268579
520446	ZNF585A	NM_199126.1	NS	NS	0.0268918
610209	CKAP2	NM_018204.2	NS	NS	0.0269041
6520128	CSNK2A2	NM_001896.2	NS	NS	0.0269668
5090161	USHBP1	NM_031941.3	NS	NS	0.0269845
4250382	ELF1	NM_172373.2	NS	NS	0.0270034
3390717	CCDC15	NM_025004.1	NS	NS	0.0270581
770022	C20orf22	NM_015600.2	NS	NS	0.0270724
2690152	C10orf89	NM_153336.1	NS	NS	0.027103
4850731	ANLN	NM_018685.2	NS	NS	0.0272358
360086	AMFR	NM_138958.1	NS	NS	0.0274243
3890475	ATP6V1A	NM_001690.2	NS	NS	0.027454
4560370	UNC93B1	NM_030930.2	NS	NS	0.0275322
5550402	SLC2A14	NM_153449.2	NS	NS	0.0275751
940373	COL4A3BP	NM_005713.1	NS	NS	0.0276872
2100215	C9orf10OS	NM_198841.1	NS	NS	0.0277619
1260128	DHCR24	NM_014762.2	NS	NS	0.027764
2690050	UXT	NM_153477.1	NS	NS	0.0279607
2640022	NNT	NM_182977.1	NS	NS	0.0279747
4850189	CUTL1	NM_001913.2	NS	NS	0.0280106
1940711	UBPH	NM_019116.1	NS	NS	0.0280321
290369	SF3B4	NM_005850.3	NS	NS	0.0280413
2570685	ASPSCR1	NM_024083.2	NS	NS	0.0280571
4610184	ERGIC3	NM_198398.1	NS	NS	0.0281208
4150202	SIN3A	NM_015477.1	NS	NS	0.0281395
5080022	PDCD1LG2	NM_025239.2	NS	NS	0.0281839
6100458	ZNF202	NM_003455.2	NS	NS	0.0282074
1240152	NSFL1C	NM_016143.3	NS	NS	0.0282313
510470	FAM54B	NM_019557.3	NS	NS	0.0282882
7320110	GLS2	NM_013267.2	NS	NS	0.0283976
6110561	C12orf44	NM_021934.3	NS	NS	0.0284072
3840646	BBX	NM_020235.2	NS	NS	0.0284334
6520091	PARN	NM_002582.1	NS	NS	0.0284377
4220411	TNFSF12	NM_153012.1	NS	NS	0.0284835
3460575	LOC148898	NM_138479.2	NS	NS	0.0285288
670102	ZNF576	NM_024327.1	NS	NS	0.0285419
430670	ACVRL1	NM_000020.1	NS	NS	0.0286108
6290554	SYTL2	NM_206930.1	NS	NS	0.0286234
1070088	FLAD1	NM_201398.1	NS	NS	0.0286695
5810128	C9orf37	NM_032937.3	NS	NS	0.0288054
1500066	MGC75360	NM_001004309.1	NS	NS	0.0288452
650280	JMJD2C	NM_015061.1	NS	NS	0.028911
6560220	UBXD6	NM_005671.1	NS	NS	0.0289218
2190082	PEX1	NM_000466.1	NS	NS	0.0289773
2900131	AP3B1	NM_003664.3	NS	NS	0.0289849
3180280	STK6	NM_198434.1	NS	NS	0.0290742
620154	ZNF174	NM_001032292.1	NS	NS	0.0290866
4220095	KIF11	NM_004523.2	NS	NS	0.0291045
4390300	RFNG	NM_002917.1	NS	NS	0.0291411
5570010	NPC1	NM_000271.1	NS	NS	0.0291527
5690093	RIPK2	NM_003821.4	NS	NS	0.0292896
4120437	MDS032	NM_018467.2	NS	NS	0.0293287
160594	PRRT3	NM_207351.2	NS	NS	0.0293294
1710482	FAM18B2	NM_145301.1	NS	NS	0.0293297
4070168	C10orf72	NM_001031746.1	NS	NS	0.0293492
4260026	PAK1	NM_002576.3	NS	NS	0.0293856
5420687	MSRA	NM_012331.2	NS	NS	0.0294376
3420162	C7orf36	NM_020192.1	NS	NS	0.0294501
6290431	EIF3S4	NM_003755.2	NS	NS	0.0294693
4490047	HSPC065	NM_014157.2	NS	NS	0.0295963
2360377	HAPLN2	NM_021817.2	NS	NS	0.0296036
380201	KIAA1429	NM_015496.3	NS	NS	0.0296223
2260168	C8orf30A	NM_016458.2	NS	NS	0.0296325
6180719	C3orf31	NM_138807.2	NS	NS	0.0296504
3990671	DIP2B	NM_173602.2	NS	NS	0.0296592
580291	C6orf203	NM_016487.2	NS	NS	0.0296906
2480441	INCENP	NM_020238.1	NS	NS	0.0297294
1940577	ISOC2	NM_024710.1	NS	NS	0.0298448
2970114	GLS2	NM_013267.2	NS	NS	0.0299062
3780703	DEFB121	NM_001011878.1	NS	NS	0.0299337
6060593	PAPSS1	NM_005443.4	NS	NS	0.0300574
2350474	AP1GBP1	NM_007247.3	NS	NS	0.0300832
7400682	NOL6	NM_022917.4	NS	NS	0.0301032
6200669	RDBP	NM_002904.5	NS	NS	0.0301469
4590494	PLK4	NM_014264.2	NS	NS	0.0301642
3400441	FLJ46020	NM_207472.1	NS	NS	0.0301861
7570670	CCR3	NM_178329.1	NS	NS	0.0302898
3800021	VPS33B	NM_018668.2	NS	NS	0.030305
2340653	KIAA1370	NM_019600.1	NS	NS	0.0303391
6480112	CXorf45	NM_024810.1	NS	NS	0.0303898
7560068	ZNF627	NM_145295.2	NS	NS	0.0304096
2450445	ZNF268	NM_152943.1	NS	NS	0.0304442
3420059	C17orf37	NM_032339.3	NS	NS	0.0305223
4670504	AVEN	NM_020371.2	NS	NS	0.0305255
3440736	ENTPD2	NM_203468.1	NS	NS	0.0305448
7570112	USP3	NM_006537.2	NS	NS	0.0305676
5720041	MYR8	NM_015011.1	NS	NS	0.0306812
870088	AAAS	NM_015665.3	NS	NS	0.0306873
770605	ZNF688	NM_145271.3	NS	NS	0.0307404
4180544	TIAL1	NM_003252.2	NS	NS	0.0307936
5290736	FLJ10661	NM_152563.1	NS	NS	0.0308614
4260176	MGC26694	NM_178526.1	NS	NS	0.0309249
1500762	LDHA	NM_005566.1	NS	NS	0.0309384
4730187	TCF23	NM_175769.1	NS	NS	0.0309769
2490440	RALB	NM_002881.2	NS	NS	0.0310068
6550309	SYK	NM_003177.3	NS	NS	0.0310615
6980215	RNF182	NM_152737.1	NS	NS	0.0310942
6650564	PIK3R5	NM_014308.1	NS	NS	0.0311147
1010220	C14orf80	NM_173608.1	NS	NS	0.0311198
360056	NRD1	NM_002525.1	NS	NS	0.0311375
2190376	ATAD2	NM_014109.2	NS	NS	0.0311468
240615	DHX30	NM_138614.1	NS	NS	0.0311541
4590075	GALT	NM_000155.2	NS	NS	0.0313024
5690138	GMPPB	NM_021971.1	NS	NS	0.0314452
2450242	RG9MTD2	NM_152292.2	NS	NS	0.0315363
360753	LTBP3	NM_021070.2	NS	NS	0.0315566
4730674	UBE2Q1	NM_017582.5	NS	NS	0.0317284
130520	DNAJB6	NM_005494.2	NS	NS	0.0317827
4670148	SLC33A1	NM_004733.2	NS	NS	0.031787
3290291	KLHL6	NM_130446.1	NS	NS	0.0317994
2510369	PPP2R3B	NM_013239.3	NS	NS	0.0318586
1820148	HPCAL1	NM_002149.2	NS	NS	0.0318708
2850739	C2orf15	NM_144706.2	NS	NS	0.0318722
5050487	CCDC23	NM_199342.1	NS	NS	0.0318921
2650164	CKAP5	NM_001008938.1	NS	NS	0.0319217
6650326	PRPF19	NM_014502.3	NS	NS	0.0319269
5810347	GLIS1	NM_147193.1	NS	NS	0.0320529
3800730	BRMS1	NM_001024958.1	NS	NS	0.0320586
360156	RASSF8	NM_007211.2	NS	NS	0.0320665
6620019	MRAS	NM_012219.2	NS	NS	0.032156
3170440	FALZ	NM_004459.5	NS	NS	0.0322239
5390487	MATR3	NM_018834.4	NS	NS	0.0323161
6060075	PSMD8	NM_002812.3	NS	NS	0.0323218
430360	SCUBE3	NM_152753.2	NS	NS	0.0323992
6350243	FGF6	NM_020996.1	NS	NS	0.0324286
7380753	SMAD1	NM_001003688.1	NS	NS	0.0324575
1740026	DBN1	NM_004395.2	NS	NS	0.0324669
6590152	DLG7	NM_014750.3	NS	NS	0.0324685
1820435	MEF2C	NM_002397.2	NS	NS	0.0324899
1440092	MECP2	NM_004992.2	NS	NS	0.0324915
